OBJECTID,Type,Status,Facility Name,Comment,GlobalID,CountAttachments,AttachID,x,y
963,Automated Door Opener,Active,Rideau Heights Community Centre,,24f7afa3-d0a6-4d7d-a55a-83f88f6f6044,,,-8514041.41556786,5506553.54412267
964,Automated Door Opener,Active,Rideau Heights Community Centre,,237b366d-0969-47b0-9238-deeb201be610,,,-8513969.30798065,5506569.21968511
965,Automated Door Opener,Active,Rideau Heights Community Centre,,d081d38b-56be-44f4-ac7e-5e690f76f605,,,-8513970.42766368,5506575.1166824
966,Accessible Womens Washroom,Active,Rideau Heights Community Centre,,c1fe4b27-c3c8-4212-af06-84ab5f81e188,,,-8514025.88929649,5506598.55538052
967,Accessible Mens Washroom,Active,Rideau Heights Community Centre,,0f1d9447-c37a-44d0-ab19-f21d0a24ebd7,,,-8514012.52774565,5506599.52577248
968,Accessible Family Washroom,Active,Rideau Heights Community Centre,Universal washroom with adult change table and shower stall,ca7ebf06-8e0c-4676-8c11-b3e03f0578eb,,,-8514018.72332509,5506598.77931713
970,Automated Door Opener,Active,Slush Puppie Place,Gate 4,16662c03-ce8c-441d-b3f6-1d283d37fcf9,,,-8513692.14388745,5501579.08455678
971,Accessible Womens Washroom,Active,Slush Puppie Place,First level,24d58bd5-3887-43c9-bbeb-21747edfd8ae,,,-8513701.1013517,5501595.3572835
972,Accessible Mens Washroom,Active,Slush Puppie Place,First level,65f7f522-3552-4f7a-817f-76d00a0ca96c,,,-8513696.92120172,5501594.01366386
975,Automated Door Opener,Active,Slush Puppie Place,,03fa42e1-8611-4192-8c35-bc37dd64c4a0,,,-8513615.1096949,5501563.93151309
976,Entrance to Access Interior Elevator,Active,Slush Puppie Place,,55127c99-5e63-4f34-8771-4541ed8db75f,,,-8513619.7377181,5501568.26095414
977,Automated Door Opener,Active,Slush Puppie Place,Gate 2,dd2f5214-fdc5-4c83-af35-217638ad0254,,,-8513606.30152172,5501571.24677556
978,Ramp,Active,Slush Puppie Place,Gate 2,5f485f64-4d1b-4bb6-a1bf-0995ef4fa661,,,-8513608.69017886,5501567.51449879
979,Accessible Bench,Active,Slush Puppie Place,,452338c5-aa3d-491b-937f-45d7df9296c4,,,-8513599.88200568,5501598.41775045
980,Automated Door Opener,Active,Slush Puppie Place,Gate 1,2a6f0bd5-0bc3-4eb1-8dc2-e6af517892e0,,,-8513635.48422824,5501667.51216917
981,Ramp,Active,Slush Puppie Place,Gate 1,db8b33f3-6b9f-44ff-a25d-9ff503ee8c6b,,,-8513630.85620504,5501663.92918348
982,Entrance to Access Interior Elevator,Active,Slush Puppie Place,,6bda3313-ac91-41c3-8974-af56e55109b0,,,-8513638.91792287,5501663.48131026
983,Ramp,Active,Slush Puppie Place,Ramp to first level accessible seating area,51bd42b2-5fba-46ea-b438-d6ab7dbef65e,,,-8513669.07471917,5501589.13435699
984,Barrier-Free Routes,Active,Slush Puppie Place,Accessible seating area - first level,57a03a94-1e3d-4e28-b68b-5d72db2bee66,,,-8513675.04636201,5501591.07514091
985,Accessible Womens Washroom,Active,Slush Puppie Place,,caaf9851-77a4-4701-af02-626eb40c40e0,,,-8513630.70691397,5501584.80491594
986,Accessible Mens Washroom,Active,Slush Puppie Place,,d8218eb8-0729-4382-830f-591974a97498,,,-8513623.54094257,5501587.79073736
987,Accessible Family Washroom,Active,Slush Puppie Place,First level,3e9cb065-a824-4d97-b824-53567f006197,,,-8513625.03385328,5501581.07263917
988,Accessible Womens Washroom,Active,Slush Puppie Place,First level,18e456bc-85a2-4d5b-a110-3806eab16200,,,-8513618.46504616,5501600.33118731
989,Accessible Mens Washroom,Active,Slush Puppie Place,First level,b61642c1-7228-4b99-b12c-c1285a28922d,,,-8513615.92709796,5501605.85495692
990,Accessible Mens Washroom,Active,Slush Puppie Place,First level,8cc742f8-b1d1-4f14-a4e0-8bc12c9ff609,,,-8513640.41083357,5501651.68731567
991,Accessible Womens Washroom,Active,Slush Puppie Place,First level,a27b2035-e9c0-45e2-b984-38e18bc228bf,,,-8513648.4725514,5501652.13518888
992,Barrier-Free Routes,Active,Slush Puppie Place,Low rail seating on mezzanine level,4a49575d-ff51-41e9-b646-d972cacbb586,,,-8513662.65520313,5501650.79156924
993,Accessible Womens Washroom,Active,Slush Puppie Place,Mezzanine level,25a60051-8f2c-4ad2-ba62-3a9ad32ffd98,,,-8513695.49923871,5501657.06179422
994,Accessible Mens Washroom,Active,Slush Puppie Place,Mezzanine level,eb16c0ec-ca83-43b5-afa9-8c6a15a7414b,,,-8513702.81450118,5501654.0759728
995,Accessible Family Washroom,Active,Slush Puppie Place,Mezzanine level,5201ed2c-73cf-4fa9-bf9b-d0ae6cbfb6c0,,,-8513715.35495113,5501624.51634078
996,Accessible Womens Washroom,Active,Slush Puppie Place,Mezzanine level,2acf1853-6923-44ae-8e9b-28d8140390f1,,,-8513715.65353327,5501617.49966045
997,Accessible Mens Washroom,Active,Slush Puppie Place,Mezzanine level,8de4d550-f556-4ca7-b7fb-fe7e350a9328,,,-8513714.01133149,5501612.72234618
998,Barrier-Free Routes,Active,Slush Puppie Place,Accessible seating area mezzanine level,304c0cb0-84b0-4789-a96b-4d2407b789e1,,,-8513708.48756187,5501610.18439798
999,Barrier-Free Routes,Active,Slush Puppie Place,Accessible seating area - mezzanine level,4898d7bc-75c3-4e32-b59a-f4eabbe6a65f,,,-8513624.13810685,5501610.03510691
1000,Accessible Womens Washroom,Active,Slush Puppie Place,Club level washrooms,e78b0def-4b77-4bb4-a464-2ff330ab3800,,,-8513694.006328,5501652.13518888
1001,Accessible Mens Washroom,Active,Slush Puppie Place,Club level washrooms,0d28bc76-64a0-4a03-87b1-abfa1e923943,,,-8513699.82867976,5501649.29865853
1002,Accessible Womens Washroom,Active,Slush Puppie Place,Club level washrooms,99376dea-7a0d-49ea-bb3c-f02b963805bb,,,-8513625.78030863,5501617.94753366
1003,Accessible Mens Washroom,Active,Slush Puppie Place,Club level washrooms,f3041421-d69e-4e9e-aad9-dad0730b78cb,,,-8513627.57180148,5501611.52801762
1004,Accessible Signage,Active,City Hall,Wayfinding signage,7159a874-7314-40cc-8ce6-dbcf859e5841,,,-8513804.15965905,5501065.30892112
1005,Accessible Signage,Active,City Hall,Wayfinding signage,c898dddb-1985-4944-ba4a-471c4440ef33,,,-8513763.25390564,5501054.7092551
1006,Accessible Signage,Active,City Hall,Wayfinding signage,ae4056cb-ecdd-43ae-a4ea-858c3cfe1792,,,-8513755.7893521,5501140.25303868
1007,Audible Traffic Control,Active,,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,2ddaf0d1-04d7-4a65-a62b-1af624ae3fd7,,,-8523112.51700808,5508875.58094203
1008,Audible Traffic Control,Active,Bayridge Drive at Cataraqui Woods Drive,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,55a86faa-a80f-4ab2-aa36-295b34a3751a,,,-8525302.91559988,5506787.89460703
1009,Audible Traffic Control,Active,Bayridge Drive and Cedarwood Drive,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,73588366-73c9-418a-9860-732222bc6f99,,,-8525289.48871623,5506123.08230747
1010,Audible Traffic Control,Active,Princess Street at Bayridge Drive,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,c6442902-3a2b-447b-b15b-b61c0b5316a5,,,-8525256.04751635,5505724.1765661
1011,Audible Traffic Control,Active,Princess Street at Rosanna Avenue,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,067dbbfc-6852-4daf-b66b-2e2d1fe0ab62,,,-8526987.82393848,5506099.19573613
1012,Audible Traffic Control,Active,Collins Bay Road at Princess Street,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,2fbf0d6a-b107-4241-8b57-66222e4c36f7,,,-8527826.24259251,5506287.89964972
1013,Audible Traffic Control,Active,Taylor-Kidd Boulevard and Bexley Gate,,a398f3b6-b676-4e58-9eb4-df3291b4322f,,,-8522679.88079735,5504387.72289964
1014,Audible Traffic Control,Active,,,41064e4a-064c-4524-9ab7-5821c222f8d2,,,-8521989.55888565,5505487.69950987
1015,Audible Traffic Control,Active,John Counter Boulevard at Old Mill Road,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,7d380405-40d2-4e13-9d4a-6c7950bd16b8,,,-8520181.34543523,5505578.46848096
1016,Audible Traffic Control,Active,John Counter Boulevard and Portsmouth Avenue,these let people with visual or visual and hearing impairments know when they have the right-of-way to cross at a signalized intersection.,4253db33-0297-4f4e-a4bb-e433bf0ac378,,,-8519118.39301061,5505602.3550523
1017,Audible Traffic Control,Active,John Counter Boulevard at Ascot Lane,,b532086a-dff4-42d1-819c-7028081ed128,,,-8513827.78769331,5505359.66858605
1018,Audible Traffic Control,Active,Gore Road at Point St. Mark Drive,,afcf74c3-14ba-4ef8-ae07-69aa46a35c5c,,,-8511793.84614369,5505611.6719137
1019,Audible Traffic Control,Active,Highway 15 at Gore Road,,b157e5b9-8197-4597-b3c5-f894512a85a5,,,-8511528.70520185,5505636.7528136
1020,Pedestrian Crossing,Active,Westbrook Road at Ottawa Street,"signs above and on both sides of the road, pavement markings, and flashing lights that can be activated by pedestrians using push buttons.",72a29047-0cda-4f42-921a-e32009277213,,,-8529825.81884764,5507821.18073458
1021,Pedestrian Crossing,Active,Woodbine Road at Katharine Crescent,"signs above and on both sides of the road, pavement markings, and flashing lights that can be activated by pedestrians using push buttons.",f4fe413e-b8ac-450d-9f57-b0b5d7338a85,,,-8527119.47031485,5505486.26838615
1022,Pedestrian Crossing,Active,Lancaster Drive at Bentley Terrace,signs on the sides of the road and pavement markings.,7839a8ef-ab07-41b0-8aa6-114793f89e87,,,-8527131.41360052,5505080.19667338
1023,Pedestrian Crossing,Active,Dunham Street and Garden Walk Park Pathway,,15603f1c-45d9-4602-98b9-863e4f9f28f2,,,-8526951.34296706,5504809.92438432
1024,Pedestrian Crossing,Active,Mona Drive at Humberside Drive,Signs on the sides of the road and pavement markings.,0fe29f9e-39c4-47eb-b26f-0e9d4fa1b4ab,,,-8527811.25953523,5504970.56157657
1025,Pedestrian Crossing,Active,Mona Drive at Lynwood Drive,signs on the sides of the road and pavement markings.,deec8650-e79c-4a6b-8083-acaf7d907d93,,,-8527572.39382188,5504725.72422038
1026,Pedestrian Crossing,Active,Truedell Road at Pembridge Crescent,signs on the sides of the road and pavement markings.,c6a5edda-f2df-4800-8af1-61cdce6d26cb,,,-8524823.04946067,5503139.65588342
1027,Pedestrian Crossing,Active,Elliott Avenue west of Rockford Place,"signs above and on both sides of the road, pavement markings, and flashing lights that can be activated by pedestrians using push buttons.",69038adb-f38e-45df-a227-c6135f4d9376,,,-8516120.76860115,5505167.56068099
1028,Pedestrian Crossing,Active,MacCauley Street at Shannon Park,signs on the sides of the road and pavement markings.,483734c5-9935-49b3-b379-35903ec55f9f,,,-8514208.4339496,5506418.17567554
1029,Accessible Bench,Active,City Hall,,ae74a569-ceb7-47b3-b994-e1f6aef3501d,,,-8513813.00666636,5501104.77657453
1030,Automated Door Opener,Active,City Hall,Access to Market Wing Cultural Gallery. Other access to City Hall is via Market Street entrance.,ef75ce4d-cde2-4579-b059-29900b2fb94a,,,-8513810.61800923,5501120.90001018
1031,Ramp,Active,City Hall,Access to Market Wing Cultural Gallery. Other access to City Hall is via Market Street entrance.,874f2dc1-f3f0-4277-80d5-714a2106703d,,,-8513813.60383065,5501115.52553163
1032,Accessible Table,Active,City Hall,,87f16cac-ef8e-4382-8300-67fe1fd0a50d,,,-8513724.32777029,5501137.02344583
1033,Accessible Table,Active,City Hall,,3dab00cf-17e0-4ef2-9211-906ebcd13ba9,,,-8513718.6547096,5501131.05180299
1034,Ramp,Active,Confederation Park,,f1460465-29cb-4213-84ec-26018b9f6aac,,,-8513708.20433464,5501040.28283193
1035,Ramp,Active,Confederation Park,,03d6a64e-978d-49fb-a7d3-0db91213310f,,,-8513698.2018329,5501056.40626758
1036,Accessible Bench,Active,Confederation Park,,7bbb8d0e-99c1-47d0-9985-59a819407feb,,,-8513660.43119198,5500980.26782146
1037,Accessible Bench,Active,Confederation Park,,2947672f-87d1-454b-ab12-10e1fc198279,,,-8513765.97997905,5500992.50968927
1038,Accessible Bench,Active,Confederation Park,,ac6d82c8-51c4-4dc0-b17d-765ed63e0bcb,,,-8513753.29023803,5501015.50051418
1039,Accessible Parking Space,Active,Ontario Street at Confederation Park,On-street parking,bc2acb18-3c47-404d-8700-5e515022b801,,,-8513719.99832924,5501073.42544966
1040,Accessible Bench,Active,Confederation Park,,b4b384f3-ffd2-4308-bc88-68ad654f5bbe,,,-8513701.7848186,5501092.68399779
1042,Accessible Table,Active,An Gorta Mor Park,,428c3403-51a1-43dc-9678-a0f312dab2ff,,,-8514270.35998846,5500095.825889
1043,Accessible Bench,Active,An Gorta Mor Park,,20126392-ea9d-4a3d-9065-ba7aad9057ca,,,-8514288.12562589,5500108.21704788
1044,Accessible Bench,Active,An Gorta Mor Park,,4dabb465-1dc7-4663-af95-94b972e4569b,,,-8514307.23488296,5500141.3596656
1045,Accessible Bench,Active,Richardson Beach,,382363e4-c975-4b0a-bd5e-b6cc924dcfb5,,,-8514734.09218048,5499895.86376767
1046,Accessible Bench,Active,Richardson Beach,,9be473b2-6c6c-47fc-9242-b27aafbfc355,,,-8514653.62429331,5499912.5843676
1047,Automated Door Opener,Active,Richardson Beach Bath House,,0fd42e75-bad8-4b1b-9bf9-5dd9e64c50c3,,,-8514717.37158055,5499890.0414159
1048,Accessible Family Washroom,Active,Richardson Beach Bath House,Includes fixed adult change table,88e43635-ee7a-431f-abee-5cf8abbe5f73,,,-8514722.82070463,5499880.41214183
1049,Accessible Womens Washroom,Active,Richardson Beach Bath House,,4ae595b2-d528-4a24-9d68-c9ac34ba27c3,,,-8514708.4141163,5499885.63732931
1050,Accessible Mens Washroom,Active,Richardson Beach Bath House,,c483f5aa-e0fa-4b9f-bbbd-099753e2bd7b,,,-8514721.10385732,5499877.27702935
1051,Automated Door Opener,Active,Richardson Beach Bath House,,d9be17f9-d795-4019-bf5e-47ec4cb9620a,,,-8514710.57883683,5499876.82915614
1052,Ramp,Active,Richardson Beach Bath House,,e907f329-4d6e-4a37-8305-806edc324c94,,,-8514715.35615109,5499873.61939811
1053,Accessible Bench,Active,Richardson Beach Bath House,,f452f21f-2810-4f1b-9541-9253d57aea29,,,-8514730.88242246,5499870.26034902
1054,Accessible Bench,Active,Richardson Beach Bath House,,06ec14e7-a3aa-4c6b-a786-348417c6bc32,,,-8514733.19643406,5499874.58979007
1055,Accessible Pathway,Active,Richardson Beach,,8f959028-b84d-4500-98d7-da6fdd9bcee4,,,-8514744.54255544,5499860.33249281
1057,Accessible Signage,Active,Richardson Beach Bath House,,a0a5614e-a64f-4080-bd57-d2433bbfd7d8,,,-8514745.81152954,5499888.17527752
1058,Accessible Bench,Active,Macdonald Park,,6370b998-32c0-4483-adc0-9540028fc968,,,-8515037.52628193,5499901.91005603
1059,Accessible Bench,Active,Macdonald Memorial Park,,6d6f778d-2b6d-4a44-a37e-6c8cf9f5ccae,,,-8515058.12844971,5499918.77994704
1060,Accessible Bench,Active,Macdonald Memorial Park,,94653129-ee12-4683-9c0c-3c604fa80816,,,-8515097.39200133,5499940.87502552
1061,Accessible Bench,Active,Macdonald Memorial Park,,bc66719e-1b4b-45ed-9fe4-e5a571f84e1b,,,-8515086.49375317,5499928.1852845
1062,Accessible Bench,Active,Breakwater Park,,b0e52a19-794d-4e0d-9a10-b0d92e112f15,,,-8515444.94161422,5499969.61355665
1063,Accessible Signage,Active,Breakwater Park,,5b62b1cf-51af-43b0-8479-7c6acfc01b3a,,,-8515475.54628373,5499958.1181442
1064,Accessible Bench,Active,Breakwater Park,,c8d18ff0-4804-43f7-8c26-4d7003592203,,,-8515625.28522777,5499946.92131389
1066,Accessible Bench,Active,Breakwater Park,,e868ea4a-687c-435c-91fe-bb39eef1144b,,,-8515715.00916134,5499936.17235679
1067,Accessible Bench,Active,Breakwater Park,,47b0d391-9419-499d-8921-19cce276e95d,,,-8515741.95619962,5499931.7682702
1068,Accessible Table,Active,Breakwater Park,,bce54812-5ad7-4547-b661-07de0d1afd0b,,,-8515752.40657458,5499937.59062196
1069,Accessible Bench,Active,Breakwater Park,,f2484c88-f0fd-418e-a3dc-6e624b876053,,,-8516146.38571049,5499879.21781327
1070,Accessible Family Washroom,Active,Breakwater Park,Includes accessible change room stalls,8956b2f9-384b-47a2-a397-1a9bd14fc8f0,,,-8516162.06127292,5499825.3237367
1071,Accessible Table,Active,Lake Ontario Park,,1b81a78e-3b68-4c38-a295-bcadaf709c6a,,,-8519575.90019058,5499142.46637851
1072,Sidewalk Curb Cut,Active,Lake Ontario Park,Curb cut allows level access to sand area,add0614a-f27f-411a-8ef3-4ca03318f26b,,,-8519447.50986968,5498844.48140114
1073,Sidewalk Curb Cut,Active,Lake Ontario Park,Curb cut allows level access to sand area,689fecb9-2c20-4b2a-a8d6-9f3d26a5acd8,,,-8519446.01695897,5498830.14945835
1074,Accessible Signage,Active,,,b6b07e1f-53fe-40a0-b0cd-6560780bf4dc,,,-8519385.70336635,5498874.33961531
1075,Accessible Bench,Active,Portsmouth Olympic Harbour,,a2802010-ed05-4ee0-a2e2-6d89921a0220,,,-8517984.83188015,5499175.28676042
1076,Accessible Bench,Active,Portsmouth Olympic Harbour,,9b6ddb18-8682-4723-a7c6-eaa5f0dde57b,,,-8517989.75848549,5499176.03321577
1077,Accessible Bench,Active,Portsmouth Olympic Harbour,,6884712b-48ad-47db-8f51-4bde20d8df40,,,-8517994.68509083,5499176.48108899
1078,Accessible Table,Active,Portsmouth Olympic Harbour,,28e335f0-b5bd-469b-a4bc-36d09761e29b,,,-8518000.80602473,5499182.45273182
1079,Accessible Pathway,Active,Portsmouth Olympic Harbour,,82bb3a37-fd94-459d-b4dd-0e2071778594,,,-8518009.1663247,5499177.22754434
1080,Accessible Bench,Active,Portsmouth Olympic Harbour,,71f598c5-b73a-488b-b6c7-f7f45533598a,,,-8517871.81853954,5499324.12995803
1081,Accessible Bench,Active,Portsmouth Olympic Harbour,,f076c2db-89b5-4990-ad06-ce14af2f6920,,,-8517820.76099332,5499404.00068092
1082,Accessible Parking Space,Active,Tett Centre,"Reserved for facility permit holders, Monday to Friday 8 a.m. to 6 p.m.",fb082ac8-d4d7-4f6a-9f31-e7cf9e771e75,,,-8516675.10548962,5499736.72863314
1084,Entrance to Access Interior Elevator,Active,Tett Centre,,006e4923-422c-464b-a1d7-20e9f9aa1e90,,,-8516637.55878531,5499704.25782524
1085,Automated Door Opener,Active,Tett Centre,Internal door to access elevator,66cf4ff1-ab51-4b59-88b1-4429758d1b0c,,,-8516641.21641654,5499702.69026899
1086,Accessible Bench,Active,City Park,,790361b0-9a5e-4799-b25b-8ab88bfda0c5,,,-8514547.03202767,5500439.92862524
1087,Accessible Bench,Active,City Park,,56cd86e5-6736-4af6-8095-8525ba818e4d,,,-8514543.74762411,5500428.43321278
1088,Accessible Parking Space,Active,City Park,,a8313216-a66b-430c-b561-884a02da61e6,,,-8514534.49157772,5500427.08959315
1089,Passenger Drop Off,Active,City Park,,33df308b-8f01-4d89-ab22-e9bead477669,,,-8514540.31392949,5500437.98784132
1090,Accessible Bench,Active,City Park,,c134a25c-ba44-4dad-94ef-52b085bc31a0,,,-8514631.23219161,5500343.03872027
1091,Accessible Parking Space,Active,City Park,"Signed only, not painted aisles.",47ca6b54-da51-4fda-8cb6-b498736dbfa7,,,-8514711.10291451,5500514.87274279
1093,Pedestrian Crossing,Active,Collins Bay Road and Humberside Drive,"Intersection Pedestrian Signal - Pushing the button activates the traffic signal, which stops traffic and indicates when pedestrians can cross the road.",aeafa0bf-69f0-4f0c-8516-aea6e30ef7f7,,,-8528291.13080608,5504961.42148246
1094,Pedestrian Crossing,Active,Dunham Street at Garden Walk Park,signs on the sides of the road and pavement markings.,5d89eb3b-4b1d-4925-80cd-9f841a3cf0bc,,,-8527261.61958134,5504941.11789682
1095,Pedestrian Crossing,Active,Cataraqui Woods Drive at Woodhaven Drive,signs on the sides of the road and pavement markings.,3aca169a-edce-4ccf-b26b-a3294b66f026,,,-8526511.58124128,5506914.14868949
1096,Pedestrian Crossing,Active,Cataraqui Woods Drive at Holden Street,signs on the sides of the road and pavement markings.,a834c2db-a0a8-492a-ae50-46ed3cd47958,,,-8525943.0808434,5506895.03943242
1097,Pedestrian Crossing,Active,Holden Street at Tulip Drive,signs on the sides of the road and pavement markings.,28ec3ab9-ab9f-453d-b131-68ad2286af50,,,-8525947.85815766,5507071.80006033
1098,Pedestrian Crossing,Active,Hudson Drive at Bayridge Public School,signs on the sides of the road and pavement markings.,26eb1fb5-f54d-449f-810a-f675144aa650,,,-8526459.03078435,5503956.9911577
1099,Pedestrian Crossing,Active,Hudson Drive at Hudson Park,signs on the sides of the road and pavement markings.,300a154b-8c84-4e04-9baa-48cf2b84cc77,,,-8525455.79478809,5503212.92446047
1100,Pedestrian Crossing,Active,Wiley Street and Drennan Street,signs on the sides of the road and pavement markings.,729ef62d-176a-40f0-997d-13a85b53934e,,,-8514742.46166275,5505859.79451238
1101,Pedestrian Crossing,Active,Waterside Way and Schooner Drive,signs on the sides of the road and pavement markings.,10a96c3d-d773-4971-b5fd-3349bb27e700,,,-8510774.90216319,5507756.48354615
1102,Accessible Bench,Active,Victoria Park,,41c670ae-7eef-49ac-8856-9a99e7e2bfdf,,,-8515799.66020123,5501629.0507425
1103,Automated Door Opener,Active,Victoria Park,Washroom,785af977-50a1-4715-aea0-69b6774bda62,,,-8515827.72692254,5501580.08327127
1104,Splash Pad,Active,McBurney Park,,28a26aff-7ff0-476b-be0a-e0e973b17019,,,-8514661.05683241,5501941.90561596
1105,Accessible Bench,Active,McBurney Park,,e289e2fb-fd66-44d9-9c0e-4fa35b456271,,,-8514653.14440566,5501951.60953556
1106,Accessible Bench,Active,McBurney Park,,3de71356-701e-40fb-8c66-027ba37be633,,,-8514658.96675742,5501953.84890163
1107,Accessible Bench,Active,McBurney Park,,ff345ee2-2d92-4ef3-936f-8896bb5a6939,,,-8514657.77242885,5502024.91145134
1108,Accessible Bench,Active,McBurney Park,,d0638906-a1e2-4dce-ad9c-a3f17f0a253f,,,-8514661.95257884,5502021.77633885
1109,Accessible Signage,Active,Woodbine Park,Wayfinding signage / park map,20501b55-5b67-49e9-b027-218bf50d49a9,,,-8527370.37732949,5505745.52037362
1110,Sidewalk Curb Cut,Active,Westbrook Meadows Park,Access to Westbrook Meadows Park path,f000b65a-2b39-4f4f-a91c-99491640d52a,,,-8530089.51466799,5507555.74842996
1111,Sidewalk Curb Cut,Active,Westbrook Meadows Park,Access to Westbrook Meadows Park path,0a85978e-9c96-4aee-9105-42f2dae2e6dc,,,-8530075.6305984,5507676.22632412
1112,Accessible Bench,Active,Westbrook Meadows Park,,69332f81-3234-4941-92b1-f3c0d766667d,,,-8530100.11433402,5507649.50322244
1113,Accessible Bench,Active,Westbrook Meadows Park,,55835438-60c6-4b96-80d5-2a547276bf97,,,-8530101.15937152,5507644.12874389
1114,Accessible Bench,Active,Westbrook Meadows Park,,7ee36663-b086-4d56-9ea9-bdb9fdfcf805,,,-8530116.83493395,5507618.74926185
1115,Accessible Bench,Active,Westbrook Meadows Park,,75d6e073-672c-4076-803d-77816eb3e3be,,,-8530098.77071438,5507590.83183161
1116,Accessible Pathway,Active,Westbrook Meadows Park,,276e88ea-0aea-467f-ad82-8568ebadd392,,,-8530086.23026443,5507579.18712808
1117,Accessible Pathway,Active,Westbrook Meadows Park,,5562a174-10db-4140-a022-74fb93055817,,,-8530088.61892157,5507673.53908485
1119,Accessible Family Washroom,Active,INVISTA Centre,,ec4d3ed0-c22f-4a16-9005-012ba4fbf678,,,-8523605.37377887,5508088.14035839
1120,Automated Door Opener,Active,INVISTA Centre,,e12fff7e-59df-446c-a0cf-c4b86dbcf44c,,,-8523605.97094315,5508098.88931549
1121,Automated Door Opener,Active,INVISTA Centre,,dca7d807-c3bd-492e-bdbc-79304f8fee27,,,-8523607.46385386,5508115.01275113
1122,Ramp,Active,INVISTA Centre,,139d732a-55ec-428e-8967-5de18ea7a57f,,,-8523614.9284074,5508114.71416899
1123,Accessible Womens Washroom,Active,INVISTA Centre,First floor,7a5b028d-20ca-4a1d-b740-d8ff5decee99,,,-8523608.95676457,5508127.25461894
1124,Accessible Mens Washroom,Active,INVISTA Centre,First floor,24017fb1-e4fb-4689-817e-49bc14a6e641,,,-8523609.852511,5508135.01775462
1125,Automated Door Opener,Active,INVISTA Centre -EarlyOn Centre,,1ff28b0a-17d8-45b2-9922-54f32320587e,,,-8523613.13691455,5508169.9518652
1126,Ramp,Active,INVISTA Centre - EarlyON Centre,,559b6035-5316-40da-975e-86e0e7106d2b,,,-8523619.70572167,5508167.86179021
1127,Automated Door Opener,Active,INVISTA Centre,,9a7e00dd-7597-412f-bf9a-8cb7435a4c06,,,-8523611.94258599,5508160.69581881
1128,Automated Door Opener,Active,INVISTA Centre,,e5961818-7b7b-4e3f-b804-b7172d4b66b9,,,-8523610.44967528,5508148.453951
1129,Ramp,Active,INVISTA Centre,,b62f7dcc-4e6b-4191-8cda-d0d8613c59d4,,,-8523618.80997525,5508147.55820457
1130,Entrance to Access Interior Elevator,Active,INVISTA Centre,,d344120a-3673-4f72-bbde-fa5bf4d5a872,,,-8523592.53474678,5508139.49648675
1131,Automated Door Opener,Active,INVISTA Centre,,314f5d9f-cc8f-4ff0-b1a7-ac29e98b735f,,,-8523588.95176108,5508097.99356906
1132,Automated Door Opener,Active,INVISTA Centre,,8e37a333-c098-4927-9c2d-5a4dc108b58d,,,-8523591.63900036,5508115.31133328
1133,Ramp,Active,INVISTA Centre,,1a993b98-d004-4d6e-9b19-d9ac2c825d80,,,-8523585.36877538,5508115.31133328
1134,Accessible Parking Space,Active,INVISTA Centre,,dffb2674-e96a-4fec-bf71-68f42ee58b24,,,-8523561.48220405,5507997.07280518
1135,Accessible Parking Space,Active,,,f8494efe-b48a-4184-8f4f-126bc675c62c,,,-8523549.83750053,5507996.17705876
1136,Accessible Mens Washroom,Active,CaraCo Field,No power door operator,b60cf5e3-3fe7-47f7-877a-ef4a165126f7,,,-8523411.2953868,5508096.05278514
1137,Accessible Family Washroom,Active,CaraCo Field,,3c149492-c072-491e-8f00-64063494463f,,,-8523411.74326001,5508103.36804761
1138,Accessible Womens Washroom,Active,CaraCo Field,No power door operator,32f8c1f7-a285-4e38-986a-e213a525e2dc,,,-8523412.93758858,5508110.98189222
1139,Accessible Table,Active,CaraCo Field,,8e307623-8ed6-4caa-a7f4-3ba2e4500a0f,,,-8523409.05602074,5508117.2521172
1140,Accessible Bench,Active,CaraCo Field,,b166a72a-a900-40a4-8189-cc739ad99055,,,-8523405.47303504,5508117.2521172
1142,Accessible Pathway,Active,INVISTA Centre,,fc66040f-d88c-4e8d-829e-8a6543ab94de,,,-8523681.9600982,5508000.35720874
1143,Accessible Pathway,Active,INVISTA Centre,,c84209da-522f-418a-a2b6-4219c25e2318,,,-8523581.33791647,5507997.07280518
1144,Pedestrian Crossing,Active,Portsmouth Avenue and Phillips Street,Signs on the sides of the road and pavement markings.,4a74fc68-4d28-4fe8-817d-7be5a1767b6a,,,-8519188.11528807,5503078.99957708
1145,Pedestrian Crossing,Active,Johnson Street and Yonge Street,"Pushing the button activates the traffic signal, which stops traffic and indicates when pedestrians can cross the road",97169eac-d1c6-4ebc-aff2-503173ed411d,,,-8518000.95269248,5501206.29238404
1146,Pedestrian Crossing,Active,Sir John A Macdonald Boulevard,"Pushing the button activates the traffic signal, which stops traffic and indicates when pedestrians can cross the road",3593ee67-eeae-4fab-9073-4695018a9879,,,-8517998.56403535,5502467.50335078
